domain,history_url
www.dauphinlibre.be,https://web.archive.org/web/20151023051624/http://www.dauphinlibre.be/
www.galeriedebeaute.gr,https://web.archive.org/web/20151202095615/http://www.galeriedebeaute.gr:80/?
www.marinag-makeup.book.fr,https://web.archive.org/web/20150811213411/http://www.marinag-makeup.book.fr/
www.pianoinclinato.it,https://web.archive.org/web/20151223055415/http://www.pianoinclinato.it:80/
www.bikelinz.at,https://web.archive.org/web/20150814001733/http://www.bikelinz.at/
www.tabletowo.pl,https://web.archive.org/web/20151223164311/http://www.tabletowo.pl:80/
www.menasantoro.it,https://web.archive.org/web/20151219212139/http://www.menasantoro.it:80/
www.dietadukan.it,https://web.archive.org/web/20151225075615/http://www.dietadukan.it:80/
www.rosalpina.it,https://web.archive.org/web/20151127162934/http://www.rosalpina.it:80/
www.ticketmaster.nl,https://web.archive.org/web/20151221031700/http://www.ticketmaster.nl/
www.lucabecattini.it,https://web.archive.org/web/20151119064828/http://www.lucabecattini.it:80/
www.sundbyberg.se,https://web.archive.org/web/20151230062449/http://www.sundbyberg.se:80/
www.ohl.be,https://web.archive.org/web/20151221080216/http://ohl.be/
www.kathimerini.gr,https://web.archive.org/web/20151222213409/http://kathimerini.gr/
www.cc.cz,https://web.archive.org/web/20151215075232/http://cc.cz/
www.vital.de,https://web.archive.org/web/20151215091447/http://www.vital.de:80/
www.greenbelt.ie,https://web.archive.org/web/20150929032346/http://greenbelt.ie/
www.skinxpert.de,https://web.archive.org/web/20151228092808/http://www.skinxpert.de:80/
www.miwb.nl,https://web.archive.org/web/20151130210431/http://www.miwb.nl//
www.wykop.pl,https://web.archive.org/web/20151220211757/http://wykop.pl/
www.orthos.es,https://web.archive.org/web/20151221182611/http://www.orthos.es:80/
www.skebby.it,https://web.archive.org/web/20151218221732/http://www.skebby.it:80/
www.ps.be,https://web.archive.org/web/20151215054606/http://www.ps.be/
www.dansenbijria.nl,https://web.archive.org/web/20151215090410/http://www.dansenbijria.nl:80/
www.idg.pl,https://web.archive.org/web/20151213142951/http://www.idg.pl:80/
www.yoursclothing.ie,https://web.archive.org/web/20151226211320/http://www.yoursclothing.ie:80/?
www.wochenspiegelonline.de,https://web.archive.org/web/20151127155608/http://www.wochenspiegelonline.de:80/
www.civilnodrustvo-istra.hr,https://web.archive.org/web/20151120204139/http://www.civilnodrustvo-istra.hr:80/
www.youthdefence.ie,https://web.archive.org/web/20150916032333/http://youthdefence.ie/
www.apasionadosdelmarketing.es,https://web.archive.org/web/20151219065402/http://www.apasionadosdelmarketing.es:80/
www.nouscitoyens.fr,https://web.archive.org/web/20151220102940/http://www.nouscitoyens.fr:80/?
www.thomasmore.be,https://web.archive.org/web/20151221051236/http://www.thomasmore.be/
www.lautari.ro,https://web.archive.org/web/20151229014721/http://www.lautari.ro:80/
www.londonseite.de,https://web.archive.org/web/20151120051819/http://www.londonseite.de/
www.danskkabeltv.dk,https://web.archive.org/web/20151101092129/http://www.danskkabeltv.dk:80/
www.bandliste.de,https://web.archive.org/web/20151221160601/http://www.bandliste.de:80/
www.springest.nl,https://web.archive.org/web/20150913150916/https://www.springest.nl/
www.vivara.de,https://web.archive.org/web/20151117002017/http://www.vivara.de:80/
www.fuersie.de,https://web.archive.org/web/20151220051901/http://www.fuersie.de:80/
www.zgsport.hr,https://web.archive.org/web/20151224085925/http://www.zgsport.hr/
www.tvdigital.de,https://web.archive.org/web/20151223104437/http://www.tvdigital.de/
www.livingo.de,https://web.archive.org/web/20151225204006/http://www.livingo.de:80/
www.franceculture.fr,https://web.archive.org/web/20151218180535/http://www.franceculture.fr/
www.emilstoica.ro,https://web.archive.org/web/20151220190547/http://www.emilstoica.ro:80/
www.netvisor.fi,https://web.archive.org/web/20151222182741/http://www.netvisor.fi:80/
www.andiata.fi,https://web.archive.org/web/20151207071207/http://www.andiata.fi:80/
www.nacura.de,https://web.archive.org/web/20151020101811/http://nacura.de/
www.metaalmagazine.nl,https://web.archive.org/web/20151126081618/http://www.metaalmagazine.nl:80/
www.sign.nl,https://web.archive.org/web/20151220134413/http://www.sign.nl:80/?
www.asz.nl,https://web.archive.org/web/20150924054725/https://www.asz.nl/
www.museum-lichtspiele.de,https://web.archive.org/web/20151230135608/http://www.museum-lichtspiele.de:80/
www.azzeroco2.it,https://web.archive.org/web/20151023111911/http://www.azzeroco2.it:80/
www.slesin.pl,https://web.archive.org/web/20151011052509/http://slesin.pl/
www.lafermeauxplumes.be,https://web.archive.org/web/20151014130135/http://lafermeauxplumes.be/
www.infomentor.se,https://web.archive.org/web/20151218213733/https://infomentor.se/
www.gavecelt.it,https://web.archive.org/web/20150801161531/http://gavecelt.it/
www.testamentoherenciasysucesiones.es,https://web.archive.org/web/20151223002406/http://www.testamentoherenciasysucesiones.es:80/
www.eurocloud.it,https://web.archive.org/web/20151009020913/http://www.eurocloud.it/
www.guberna.be,https://web.archive.org/web/20151017120739/http://guberna.be/
www.lapressedarmor.fr,https://web.archive.org/web/20151213012946/http://www.lapressedarmor.fr/
www.ka.se,https://web.archive.org/web/20151210000724/http://www.ka.se:80/
www.fmboschetto.it,https://web.archive.org/web/20151227090344/http://www.fmboschetto.it/
www.rackow-schulen.de,https://web.archive.org/web/20151229231746/http://rackow-schulen.de:80/
www.bimago.se,https://web.archive.org/web/20151212103604/http://www.bimago.se:80/?
www.finanzen.at,https://web.archive.org/web/20151129210038/http://www.finanzen.at
www.kattproblem.se,https://web.archive.org/web/20150801225303/http://kattproblem.se/
www.amsterdamports.nl,https://web.archive.org/web/20151230030611/http://www.amsterdamports.nl:80/
www.koule.cz,https://web.archive.org/web/20151104022350/http://www.koule.cz:80/
www.lyceumschravenlant.nl,https://web.archive.org/web/20151212165848/http://www.lyceumschravenlant.nl:80/
www.pluspost.nl,https://web.archive.org/web/20151218131235/http://www.pluspost.nl/
www.fejo.dk,https://web.archive.org/web/20151224140527/http://www.fejo.dk:80/
www.autismassistancedogsireland.ie,https://web.archive.org/web/20151209012003/http://www.autismassistancedogsireland.ie:80/
www.limburgsmuseum.nl,https://web.archive.org/web/20151226031023/http://www.limburgsmuseum.nl/
www.innocent.fr,https://web.archive.org/web/20151227053830/http://www.innocent.fr:80/
www.designbuzz.it,https://web.archive.org/web/20151230151435/http://www.designbuzz.it:80/
www.ilbisonte.it,https://web.archive.org/web/20151115183923/http://www.ilbisonte.it:80/
www.comuneacquapendente.it,https://web.archive.org/web/20151219125038/http://www.comuneacquapendente.it:80/
www.singleboersen-vergleich.de,https://web.archive.org/web/20151215005619/http://www.singleboersen-vergleich.de:80/
www.lachinata.es,https://web.archive.org/web/20151221020202/http://www.lachinata.es:80/
www.internetpost.it,https://web.archive.org/web/20151226152117/http://www.internetpost.it:80/
www.digitaleweek.be,https://web.archive.org/web/20151204113751/http://www.digitaleweek.be:80/
www.trendfurniture.ro,https://web.archive.org/web/20151230063428/http://www.trendfurniture.ro:80/
www.proakustik-online.de,https://web.archive.org/web/20151005180222/http://www.proakustik-online.de:80/
www.oetker.ro,https://web.archive.org/web/20150812012942/http://www.oetker.ro/
www.codicedeontologico-cnf.it,https://web.archive.org/web/20151220122700/http://www.codicedeontologico-cnf.it:80/
www.ilccnl.it,https://web.archive.org/web/20151208141054/http://www.ilccnl.it:80/
www.chicklit.nl,https://web.archive.org/web/20151218201934/http://www.chicklit.nl:80/
www.gardenwok.it,https://web.archive.org/web/20150907064504/http://www.gardenwok.it:80/
www.cinefilos.it,https://web.archive.org/web/20151221154730/http://www.cinefilos.it:80/
www.paris-chartres.fr,https://web.archive.org/web/20151030042001/http://www.paris-chartres.fr:80/
www.hotelvandervalkmaastricht.nl,https://web.archive.org/web/20151130002652/http://www.hotelvandervalkmaastricht.nl:80/
www.kabelschuhe-shop.de,https://web.archive.org/web/20151206012759/http://kabelschuhe-shop.de:80/
www.irishhorsegateway.ie,https://web.archive.org/web/20151127100005/http://www.irishhorsegateway.ie:80/?
www.baby.gr,https://web.archive.org/web/20151230143315/http://www.baby.gr:80/
www.e-magazino.gr,https://web.archive.org/web/20151106201649/http://www.e-magazino.gr/
www.qx.se,https://web.archive.org/web/20151222071908/http://www.qx.se:80/
www.wagner-sicherheit.de,https://web.archive.org/web/20151208130505/http://www.wagner-sicherheit.de:80/?
www.naturbokhandeln.se,https://web.archive.org/web/20151010131948/http://www.naturbokhandeln.se/
www.amsterdamroots.nl,https://web.archive.org/web/20151231165442/http://www.amsterdamroots.nl:80/
www.digitalmarketinglive.nl,https://web.archive.org/web/20151215175809/http://www.digitalmarketinglive.nl:80/?
www.skatepunks.de,https://web.archive.org/web/20151117103037/http://www.skatepunks.de/
www.soc.cas.cz,https://web.archive.org/web/20151117111507/http://www.soc.cas.cz/
www.sharp2014.be,https://web.archive.org/web/20151125191508/http://sharp2014.be/
www.businessdanmark.dk,https://web.archive.org/web/20151114013241/http://www.businessdanmark.dk:80/?
www.yoursexualhealth.ie,https://web.archive.org/web/20151024031751/http://yoursexualhealth.ie/
www.wagner-juergen.de,https://web.archive.org/web/20150710071749/http://wagner-juergen.de:80/
www.angurten.de,https://web.archive.org/web/20151220105546/http://www.angurten.de:80/
www.respamm.it,https://web.archive.org/web/20151228111408/http://www.respamm.it:80/
www.silestone.es,https://web.archive.org/web/20151104191743/http://www.silestone.es/
www.casasruralesriojucar.es,https://web.archive.org/web/20151014023903/http://casasruralesriojucar.es/
www.villacolloredomels.it,https://web.archive.org/web/20150710175247/http://www.villacolloredomels.it:80/
www.ivory-tours.de,https://web.archive.org/web/20151016133959/http://ivory-tours.de/
www.nomos-shop.de,https://web.archive.org/web/20150920091248/http://nomos-shop.de/
www.hipvoordeheb.nl,https://web.archive.org/web/20151218110705/http://www.hipvoordeheb.nl:80/
www.blogsquonk.it,https://web.archive.org/web/20151230114607/http://www.blogsquonk.it:80/
www.radio-city.it,https://web.archive.org/web/20151210140102/http://www.radio-city.it:80/
www.norddeich.de,https://web.archive.org/web/20151128134943/http://www.norddeich.de:80/
www.fca.es,https://web.archive.org/web/20151230131306/http://www.fca.es:80/
www.horsesportireland.ie,https://web.archive.org/web/20151216161156/http://www.horsesportireland.ie/
www.travelworks.de,https://web.archive.org/web/20151028175719/https://www.travelworks.de/
www.3me.tudelft.nl,https://web.archive.org/web/20151031130508/http://www.3me.tudelft.nl:80/?
www.citinv.it,https://web.archive.org/web/20151124034115/http://www.citinv.it/
www.janvis.nl,https://web.archive.org/web/20151223175538/http://www.janvis.nl/
www.kommunikationslotsen.de,https://web.archive.org/web/20151113045054/http://www.kommunikationslotsen.de:80/
www.isgeschiedenis.nl,https://web.archive.org/web/20151222172922/http://www.isgeschiedenis.nl:80/
www.ato24.de,https://web.archive.org/web/20151117055950/http://www.ato24.de:80/
www.demeerse.nl,https://web.archive.org/web/20150801095814/http://demeerse.nl/
www.ionline.pt,https://web.archive.org/web/20151225175911/http://ionline.pt/
www.fakt.pl,https://web.archive.org/web/20151220220127/http://fakt.pl/
www.fractals.it,https://web.archive.org/web/20151229063542/http://www.fractals.it:80/
www.patisseriekuyt.nl,https://web.archive.org/web/20150913103654/http://www.patisseriekuyt.nl/
www.trends.de,https://web.archive.org/web/20151218160510/http://www.trends.de:80/
www.klimer.es,https://web.archive.org/web/20151221213350/http://klimer.es:80/
www.runns.se,https://web.archive.org/web/20151209154820/http://www.runns.se:80/
www.nederlandsfotomuseum.nl,https://web.archive.org/web/20151224032015/http://www.nederlandsfotomuseum.nl/
www.boerderij.nl,https://web.archive.org/web/20151209183331/http://www.boerderij.nl:80/
www.imworld.ro,https://web.archive.org/web/20151225235753/http://www.imworld.ro:80/
www.koupoukis.gr,https://web.archive.org/web/20151102120541/http://www.koupoukis.gr/
www.felsofokon.hu,https://web.archive.org/web/20151110160713/http://felsofokon.hu:80/
www.fo-cadres.fr,https://web.archive.org/web/20151101061730/http://www.fo-cadres.fr:80/
www.bahai.se,https://web.archive.org/web/20150921162257/http://www.bahai.se/
www.waterloo1815.be,https://web.archive.org/web/20151218172407/http://www.waterloo1815.be:80/
www.dieweinstube.at,https://web.archive.org/web/20151205212801/http://www.dieweinstube.at:80/
www.event-partner.de,https://web.archive.org/web/20151213023942/http://www.event-partner.de/
www.efi-esbjerg.dk,https://web.archive.org/web/20151220114938/http://www.efi-esbjerg.dk:80/
www.demaand.be,https://web.archive.org/web/20151011052644/http://demaand.be/
www.voelter.de,https://web.archive.org/web/20151213110748/http://www.voelter.de/
www.malzfabrik.de,https://web.archive.org/web/20151226073105/http://www.malzfabrik.de/
www.altairconseil.fr,https://web.archive.org/web/20151229130931/http://www.altairconseil.fr:80/
www.patisserie-osmont.fr,https://web.archive.org/web/20151226034545/http://www.patisserie-osmont.fr:80/
www.astrogaming.fr,https://web.archive.org/web/20151231015837/http://www.astrogaming.fr:80/
www.waterpolo.hu,https://web.archive.org/web/20151205175455/http://www.waterpolo.hu:80/
www.corbaccio.it,https://web.archive.org/web/20151217052311/http://www.corbaccio.it/
www.cuellar.es,https://web.archive.org/web/20151226075246/http://www.cuellar.es/
www.zuidplein.nl,https://web.archive.org/web/20151209094006/http://www.zuidplein.nl:80/
www.superklassenfahrten.de,https://web.archive.org/web/20150924162719/http://www.superklassenfahrten.de:80/
www.alqamah.it,https://web.archive.org/web/20151217164020/http://www.alqamah.it:80/?
www.sangjatten.se,https://web.archive.org/web/20151222082856/http://www.sangjatten.se/
www.seriously.de,https://web.archive.org/web/20151122224844/http://seriously.de/
www.asatruart.de,https://web.archive.org/web/20151231081513/http://asatruart.de:80/
www.doordebenen.nl,https://web.archive.org/web/20151025093122/http://www.doordebenen.nl:80/
www.messinasportiva.it,https://web.archive.org/web/20151217095344/http://www.messinasportiva.it:80/
www.giorgiobongiovanni.it,https://web.archive.org/web/20151221120303/http://www.giorgiobongiovanni.it:80/
www.bottegaverde.it,https://web.archive.org/web/20151223060007/http://www.bottegaverde.it:80/
www.swinkwebservices.nl,https://web.archive.org/web/20151209192801/http://swinkwebservices.nl/
www.theaterdeveste.nl,https://web.archive.org/web/20151023200537/http://theaterdeveste.nl/
www.referendumgiustiziagiusta.it,https://web.archive.org/web/20151118064411/http://referendumgiustiziagiusta.it/
www.galwayfa.ie,https://web.archive.org/web/20151218181520/http://www.galwayfa.ie:80/
www.antwerp-fashion.be,https://web.archive.org/web/20151217044905/http://www.antwerp-fashion.be:80/
www.camping.se,https://web.archive.org/web/20151025154200/http://www.camping.se:80/
www.insolent.fr,https://web.archive.org/web/20151207093907/http://www.insolent.fr:80/
www.jesuistop.fr,https://web.archive.org/web/20151207173010/http://www.jesuistop.fr/
www.experteer.de,https://web.archive.org/web/20151219214935/https://www.experteer.de/
www.flusoft.de,https://web.archive.org/web/20151123193808/http://flusoft.de/
www.gardenberg.se,https://web.archive.org/web/20151212134537/http://www.gardenberg.se:80/
www.regus.ie,https://web.archive.org/web/20151224164311/http://www.regus.ie:80/
www.on-mag.fr,https://web.archive.org/web/20151219153700/http://www.on-mag.fr:80/
www.termecastiglione.it,https://web.archive.org/web/20151216124304/http://www.termecastiglione.it/
www.zsphere.fr,https://web.archive.org/web/20151220131313/http://www.zsphere.fr:80/?
www.kieser-training.at,https://web.archive.org/web/20151208060132/http://www.kieser-training.at:80/
www.starterre.fr,https://web.archive.org/web/20151218155531/http://www.starterre.fr:80/
www.tineo.es,https://web.archive.org/web/20151224105418/http://www.tineo.es/
www.idealhome.ie,https://web.archive.org/web/20151211231141/http://idealhome.ie:80/
www.emlv.fr,https://web.archive.org/web/20151121104240/http://www.emlv.fr:80/
www.primariaazuga.ro,https://web.archive.org/web/20151025113023/http://www.primariaazuga.ro:80/
www.reinierdegraaf.nl,https://web.archive.org/web/20151215054151/http://www.reinierdegraaf.nl:80/
www.bicshop.de,https://web.archive.org/web/20151210121725/http://www.bicshop.de:80/
www.gefro.de,https://web.archive.org/web/20151230223345/https://www.gefro.de/
www.mobile-news.ro,https://web.archive.org/web/20151218083535/http://www.mobile-news.ro:80/
www.reiseland-brandenburg.de,https://web.archive.org/web/20151224065900/http://www.reiseland-brandenburg.de:80/
www.inquietonotizie.it,https://web.archive.org/web/20151221020407/http://www.inquietonotizie.it:80/
www.spaziindecisi.it,https://web.archive.org/web/20151105053623/http://www.spaziindecisi.it:80/
www.casanoi.it,https://web.archive.org/web/20151220153358/http://www.casanoi.it:80/
www.takern.se,https://web.archive.org/web/20151122201407/http://www.takern.se/
www.ilgiornaledellusso.it,https://web.archive.org/web/20151221031300/http://www.ilgiornaledellusso.it/
www.ghalia.nl,https://web.archive.org/web/20151001151426/http://www.ghalia.nl/
www.torregentile.it,https://web.archive.org/web/20150812065203/http://www.torregentile.it/
www.fleurtiek.nl,https://web.archive.org/web/20151002013652/http://www.fleurtiek.nl/
www.ikast-brande.dk,https://web.archive.org/web/20150909194910/http://www.ikast-brande.dk:80/
www.pokewiki.de,https://web.archive.org/web/20151220043346/http://www.pokewiki.de:80/
www.klimanotizen.de,https://web.archive.org/web/20151226204319/http://www.klimanotizen.de/
www.bains-rocher.fr,https://web.archive.org/web/20151221193226/http://www.bains-rocher.fr:80/
www.feeder.ro,https://web.archive.org/web/20151224190133/http://www.feeder.ro:80/
www.henrycottons.it,https://web.archive.org/web/20151210220154/http://www.henrycottons.it:80/
www.karismafilms.fi,https://web.archive.org/web/20151123041320/http://karismafilms.fi/
www.homestudio.fr,https://web.archive.org/web/20151026174706/http://www.homestudio.fr:80/
www.attacchidipanico-ansia.it,https://web.archive.org/web/20151217151425/http://www.attacchidipanico-ansia.it:80/
www.hrej.cz,https://web.archive.org/web/20151218134107/http://www.hrej.cz:80/
www.rassware.de,https://web.archive.org/web/20151116110518/http://rassware.de/
www.travelontoast.de,https://web.archive.org/web/20151217184023/http://www.travelontoast.de:80/
www.radioabruzzomarche.it,https://web.archive.org/web/20151212165251/http://www.radioabruzzomarche.it/
www.ilrichiamodelbosco.it,https://web.archive.org/web/20151212230530/http://www.ilrichiamodelbosco.it:80/
www.region-orlickehory.cz,https://web.archive.org/web/20151127040830/http://www.region-orlickehory.cz:80/
www.kimhartman.se,https://web.archive.org/web/20151204212234/http://www.kimhartman.se:80/
www.kucerov.cz,https://web.archive.org/web/20150927114621/http://kucerov.cz/
www.alcaniz.es,https://web.archive.org/web/20151024153422/http://www.alcaniz.es:80/
www.ellos.dk,https://web.archive.org/web/20151217110258/http://www.ellos.dk:80/?
www.muziker.hu,https://web.archive.org/web/20151226184337/http://www.muziker.hu/
www.radiointernazionale.be,https://web.archive.org/web/20151228123035/http://www.radiointernazionale.be:80/
www.tlazolcalli.it,https://web.archive.org/web/20151203192527/http://www.tlazolcalli.it:80/
www.solarversand.de,https://web.archive.org/web/20151120033756/https://www.solarversand.de/
www.history.hr,https://web.archive.org/web/20151201234443/http://www.history.hr:80/
www.rechtnet.nl,https://web.archive.org/web/20151229150036/http://www.rechtnet.nl:80/
www.vinsnature.fr,https://web.archive.org/web/20151224110235/http://www.vinsnature.fr:80/?
www.ibw.at,https://web.archive.org/web/20151225022720/http://www.ibw.at:80/
www.evamorell.es,https://web.archive.org/web/20151204084004/http://www.evamorell.es:80/
www.footafrica365.fr,https://web.archive.org/web/20151219002703/http://www.footafrica365.fr:80/
www.mikimoto.fr,https://web.archive.org/web/20151209142231/http://www.mikimoto.fr:80/
www.teatrdlawas.pl,https://web.archive.org/web/20151218143258/http://teatrdlawas.pl:80/
www.ncirl.ie,https://web.archive.org/web/20151223101830/http://www.ncirl.ie/
www.pfefferminzia.de,https://web.archive.org/web/20151110014134/http://www.pfefferminzia.de:80/
www.obelink.de,https://web.archive.org/web/20151210144523/http://www.obelink.de:80/
www.twojezaglebie.pl,https://web.archive.org/web/20151112134031/http://www.twojezaglebie.pl:80/
www.missbloom.gr,https://web.archive.org/web/20151219213728/http://www.missbloom.gr:80/
www.giter.pl,https://web.archive.org/web/20150615014410/http://www.giter.pl:80/
www.fe-medien.de,https://web.archive.org/web/20151114164617/http://www.fe-medien.de:80/
www.travelodge.ie,https://web.archive.org/web/20150922135147/https://www.travelodge.ie/
www.rocfriesepoort.nl,https://web.archive.org/web/20151231013513/http://www.rocfriesepoort.nl/
www.neunerhaus.at,https://web.archive.org/web/20151223063424/http://www.neunerhaus.at:80/?
www.allegromusique.fr,https://web.archive.org/web/20151229152356/http://www.allegromusique.fr:80/
www.parcosanbartolo.it,https://web.archive.org/web/20150929064439/http://www.parcosanbartolo.it:80/
www.wiener.hr,https://web.archive.org/web/20151122033149/http://www.wiener.hr/
www.harlequin.se,https://web.archive.org/web/20150915064014/http://www.harlequin.se/
www.elfs.hr,https://web.archive.org/web/20151205020947/http://www.elfs.hr:80/
www.handwerker-versand.de,https://web.archive.org/web/20151222074803/http://handwerker-versand.de/
www.icos-akademie.de,https://web.archive.org/web/20151018221641/http://icos-akademie.de/
www.bingolotto.se,https://web.archive.org/web/20150924002519/https://www.bingolotto.se/
www.datasolution.se,https://web.archive.org/web/20151011163229/http://datasolution.se/
www.infotorg.se,https://web.archive.org/web/20151226203305/http://infotorg.se/
www.parchiavventuraitaliani.it,https://web.archive.org/web/20151231043818/http://www.parchiavventuraitaliani.it/
www.hotero.ro,https://web.archive.org/web/20151221141752/http://www.hotero.ro:80/
www.hammerkauf.de,https://web.archive.org/web/20151118174745/http://www.hammerkauf.de/
www.buffalo-grill.fr,https://web.archive.org/web/20151222105055/http://www.buffalo-grill.fr/
www.roskilde-gymnasium.dk,https://web.archive.org/web/20151209201418/http://www.roskilde-gymnasium.dk:80/
www.locaties.nl,https://web.archive.org/web/20151219164553/http://www.locaties.nl:80/
www.teguise.es,https://web.archive.org/web/20151212201309/http://www.teguise.es:80/
www.magasinetliv.dk,https://web.archive.org/web/20151210102724/http://magasinetliv.dk:80/
www.iphone4.fr,https://web.archive.org/web/20151215211255/http://www.iphone4.fr:80/
www.wendeliendaan.nl,https://web.archive.org/web/20151114110147/http://www.wendeliendaan.nl:80/
www.forumcinemas.lv,https://web.archive.org/web/20151218155325/http://www.forumcinemas.lv:80/
www.eddysblog.de,https://web.archive.org/web/20151222050203/http://www.eddysblog.de/
www.ebeach.se,https://web.archive.org/web/20151220144107/https://www.ebeach.se/
www.nykvarn.se,https://web.archive.org/web/20151225075247/http://nykvarn.se:80/
www.awesomewalls.ie,https://web.archive.org/web/20151215222539/http://awesomewalls.ie:80/
www.vredeseilanden.be,https://web.archive.org/web/20151028203047/https://www.vredeseilanden.be/
www.stievie.be,https://web.archive.org/web/20150908035218/http://stievie.be/
www.remcotolsma.nl,https://web.archive.org/web/20151127002612/http://www.remcotolsma.nl:80/
www.tnw.tudelft.nl,https://web.archive.org/web/20151211015703/http://www.tnw.tudelft.nl/
www.sicavonline.fr,https://web.archive.org/web/20151207230110/http://www.sicavonline.fr/
www.mdue.it,https://web.archive.org/web/20151120060929/http://www.mdue.it:80/
www.pivnica-medvedgrad.hr,https://web.archive.org/web/20151218163436/http://www.pivnica-medvedgrad.hr:80/
www.businessregion.se,https://web.archive.org/web/20151218193632/http://www.businessregion.se/
www.steinbeis-smi.de,https://web.archive.org/web/20151225022029/http://www.steinbeis-smi.de:80/
www.langd.se,https://web.archive.org/web/20151224183804/http://langd.se/
www.montana-snowcenter.nl,https://web.archive.org/web/20150930190311/http://www.montana-snowcenter.nl/
www.trivago.se,https://web.archive.org/web/20151221142553/http://www.trivago.se:80/?
www.sauto.cz,https://web.archive.org/web/20151220161748/http://www.sauto.cz:80/
www.teleoccidente.it,https://web.archive.org/web/20151212224839/http://www.teleoccidente.it:80/
www.turizmusonline.hu,https://web.archive.org/web/20151127184643/http://www.turizmusonline.hu:80/
www.faerge.dk,https://web.archive.org/web/20150927070233/http://www.faerge.dk/
www.oranjegroningen.nl,https://web.archive.org/web/20150813041050/http://www.oranjegroningen.nl/
